Depth,Well,GR,RT,RHOB,NPHI,Facies
3892,15,53.96,6.569,2.3182,0.2148,SS
3892.5,15,42.902,7.747,2.3219,0.1819,SS
3893,15,30.684,17.964,2.244,0.1887,SS
3893.5,15,29.352,15.045,2.3739,0.1415,SS
3894,15,29.872,15.057,2.3671,0.1537,SS
3894.5,15,56.059,13.085,2.3691,0.2309,SS
3895,15,42.03,7.478,2.2622,0.2103,SS
3895.5,15,34.425,7.246,2.243,0.2322,SS
3896,15,37.142,9.883,2.2379,0.2433,SS
3896.5,15,37.03,10.454,2.2701,0.212,SS
3897,15,35.78,11.209,2.28,0.2158,SS
3897.5,15,36.273,12.044,2.2631,0.1809,SS
3898,15,34.123,13.383,2.303,0.1746,SS
3898.5,15,28.886,12.719,2.3622,0.1862,SS
3899,15,26.42,17.456,2.1979,0.2027,SS
3899.5,15,18.951,17.538,2.201,0.1618,SS
3900,15,17.008,24.736,2.2379,0.1694,SS
3900.5,15,15.178,16.188,2.224,0.1714,SS
3901,15,16.677,16.987,2.2781,0.1736,SS
3901.5,15,18.285,17.487,2.2611,0.1528,SS
3902,15,21.092,16.166,2.2681,0.1431,SS
3902.5,15,21.755,16.619,2.2739,0.1483,SS
3903,15,24.591,14.768,2.288,0.1679,SS
3903.5,15,23.735,14.016,2.3,0.1578,SS
3904,15,21.515,14.125,2.2889,0.1426,SS
3904.5,15,23.942,13.473,2.2968,0.1541,SS
3905,15,22.986,11.433,2.2995,0.1817,SS
3905.5,15,22.61,11.302,2.2721,0.1577,SS
3906,15,22.974,9.63,2.2671,0.1606,SS
3906.5,15,23.638,9.549,2.3647,0.1724,SS
3907,15,23.789,11.857,2.2991,0.1743,SS
3907.5,15,23.748,18.398,2.2221,0.1514,SS
3908,15,38.177,19.659,2.3122,0.164,SS
3908.5,15,40.271,13.636,2.4289,0.1873,SS
3909,15,35.592,7.164,2.2001,0.2201,SS
3909.5,15,32.128,7.922,2.235,0.2279,SS
3910,15,32.8235,9.0233,2.2232,0.2096,SS
3910.5,15,33.007,9.153,2.2161,0.2204,SS
3911,15,29.08,9.149,2.228,0.2075,SS
3911.5,15,31.063,9.365,2.224,0.207,SS
3912,15,32.808,9.599,2.239,0.2051,SS
3912.5,15,34.037,8.506,2.2149,0.2277,SS
3913,15,32.764,11.237,2.2479,0.2218,SS
3913.5,15,27.647,13.532,2.305,0.1822,SS
3914,15,31.224,11.071,2.2939,0.1795,SS
3914.5,15,33.492,8.262,2.3141,0.2013,SS
3915,15,35.625,7.317,2.3181,0.2016,SS
3915.5,15,32.49,7.202,2.275,0.202,SS
3916,15,35.2,6.863,2.2461,0.1976,SS
3916.5,15,34.677,7.384,2.232,0.2047,SS
3917,15,40.748,7.577,2.2499,0.2333,SS
3917.5,15,39.963,6.036,2.2251,0.2231,SS
3918,15,42.128,6.006,2.3279,0.2112,SS
3918.5,15,41.309,4.709,2.3728,0.1966,SS
3919,15,39.871,4.652,2.3671,0.1983,SS
3919.5,15,38.144,3.791,2.2236,0.302,SS
3920,15,40.2,5.483,2.554,0.3581,SS
3920.5,15,35.763,5.075,2.5651,0.2701,SS
3921,15,29.736,4.363,2.5461,0.1853,CB
3921.5,15,17.016,4.014,2.594,0.1348,CB
3922,15,17.107,3.969,2.578,0.1487,CB
3922.5,15,12.667,3.483,2.5321,0.1614,CB
3923,15,14.539,3.166,2.5679,0.1766,CB
3923.5,15,15.479,3.268,2.5631,0.1233,CB
3924,15,12.483,3.702,2.5399,0.1066,CB
3924.5,15,14.212,3.282,2.5461,0.1784,CB
3925,15,9.859,2.169,2.4629,0.1394,CB
3925.5,15,12.967,2.483,2.5749,0.131,CB
3926,15,15.521,3.267,2.5521,0.1851,CB
3926.5,15,20.442,3.094,2.5191,0.1752,CB
3927,15,9.81,1.991,2.4043,0.1046,SS
3927.5,15,11.247,1.331,2.362,0.1566,SS
3928,15,13.585,1.621,2.4412,0.141,CB
3928.5,15,23.877,2.7,2.3954,0.1376,CB
3929,15,23.497,3.075,2.4074,0.151,CB
3929.5,15,24.166,2.637,2.4799,0.1475,SS
3930,15,29.482,3.073,2.4389,0.2045,CB
3930.5,15,20.448,3.538,2.412,0.153,CB
3931,15,20.76,2.995,2.5547,0.1257,CB
3931.5,15,23.894,3.243,2.4554,0.1674,CB
3932,15,38.602,5.186,2.398,0.2205,UN
3932.5,15,39.515,4.876,2.4339,0.2197,UN
3933,15,38.52,4.128,2.4881,0.1939,CB
3933.5,15,38.944,3.134,2.1815,0.1605,CB
3934,15,42.565,2.719,2.578,0.1799,CB
3934.5,15,34.981,2.267,2.5291,0.1344,CB
3935,15,22.077,2.165,2.5157,0.1368,CB
3935.5,15,33.076,1.885,2.4601,0.1481,CB
3936,15,27.186,1.563,2.447,0.1335,CB
3936.5,15,15.312,1.541,2.4297,0.1786,CB
3937,15,37.961,2.144,2.4082,0.2481,CB
3937.5,15,32.774,2.194,2.3861,0.1997,CB
3938,15,26.891,1.135,2.366,0.1482,CB
3938.5,15,27.2948,0.9381,2.361,0.1483,CB
3939,15,23.834,0.968,2.3421,0.1963,CB
3939.5,15,28.259,1.07,2.4128,0.1429,CB
3940,15,30.926,1.4,2.436,0.1287,CB
3940.5,15,34.122,1.48,2.5719,0.1512,CB
3941,15,49.682,1.669,2.481,0.1925,UN
3941.5,15,45.185,1.516,2.5247,0.1336,CB
3942,15,32.724,1.426,2.4443,0.1474,CB
3942.5,15,68.199,1.47,2.5509,0.2366,SH
3943,15,70.164,1.666,2.5438,0.3365,SH
3943.5,15,71.291,1.695,2.553,0.1681,SH
3944,15,44.797,1.393,2.424,0.13,CB
3944.5,15,61.926,1.234,2.4863,0.1115,CB
3945,15,58.77,1.11,2.433,0.1617,CB
3945.5,15,66.163,1.143,2.443,0.157,CB
3946,15,74.059,1.353,2.5049,0.1443,CB
3946.5,15,80.589,1.397,2.5039,0.1466,CB
3947,15,73.381,1.263,2.4611,0.1239,CB
3947.5,15,46.287,0.99,2.4148,0.1418,CB
3948,15,49.442,0.734,2.3519,0.134,CB
3948.5,15,56.362,0.609,2.337,0.1861,CB
3949,15,43.034,0.566,2.3049,0.1615,SS
3949.5,15,48.534,0.601,2.3409,0.1649,CB
3950,15,95.518,0.715,2.3825,0.1449,CB
3950.5,15,72.33,0.67,2.3866,0.1326,CB
3951,15,52.858,0.517,2.3284,0.1674,CB
3951.5,15,65.658,0.474,2.363,0.1733,CB
3952,15,61.747,0.505,2.341,0.1926,CB
3952.5,15,48.625,0.544,2.3191,0.1696,CB
3953,15,52.057,0.589,2.4218,0.1521,CB
3953.5,15,65.471,0.607,2.3702,0.1642,CB
3954,15,54.808,0.582,2.2971,0.1752,CB
3954.5,15,47.597,0.591,2.299,0.1724,CB
3955,15,49.429,0.529,2.2889,0.1842,SS
3955.5,15,38.82,0.531,2.3102,0.2012,SS
3956,15,41.235,0.538,2.3469,0.1754,CB
3956.5,15,31.225,0.554,2.324,0.1896,CB
3957,15,83.638,0.669,2.3563,0.1485,SS
3957.5,15,74.333,0.737,2.2971,0.1529,SS
3958,15,51.839,0.689,2.3967,0.1702,SS
3958.5,15,50.502,0.633,2.376,0.1524,SS
3959,15,45.255,0.631,2.2962,0.1564,SS
3959.5,15,47.237,0.652,2.4761,0.1687,CB
3960,15,72.644,0.741,2.5446,0.1625,SH
3960.5,15,88.939,0.82,2.497,0.1583,UN
3961,15,47.368,0.691,2.34,0.1694,CB
3961.5,15,54.047,0.593,2.3399,0.1926,SS
3962,15,50.086,0.629,2.3163,0.1602,SS
3962.5,15,43.239,0.636,2.3676,0.1932,SS
3963,15,44.435,0.674,2.3837,0.1821,SS
3963.5,15,53.079,0.756,2.377,0.1719,SS
3964,15,70.745,0.872,2.5157,0.1327,CB
3964.5,15,73.614,0.878,2.4611,0.1382,CB
3965,15,57.96,0.811,2.3611,0.1516,CB
3965.5,15,50.07,0.718,2.4019,0.1628,SS
3966,15,50.714,0.728,2.3819,0.1718,SS
3966.5,15,55.209,0.713,2.396,0.1679,SS
3967,15,42.675,0.613,2.3491,0.1855,SS
3967.5,15,41.524,0.894,2.62,0.1413,CB
3968,15,48.597,1.94,2.7261,0.0946,CB
3968.5,15,53.593,1.115,2.4224,0.1418,CB
3969,15,42.716,0.6,2.3341,0.1951,CB
3969.5,15,36.786,0.617,2.3978,0.1434,SS
3970,15,30.028,1.229,2.6382,0.1339,CB
3970.5,15,23.965,2.295,2.737,0.0609,CB
3971,15,34.864,0.985,2.3413,0.1358,CB
3971.5,15,44.946,0.819,2.3987,0.1637,CB
3972,15,56.257,1.151,2.445,0.1561,SS
3972.5,15,57.521,1.359,2.4439,0.1617,SS
3973,15,47.846,0.86,2.3531,0.1809,SS
3973.5,15,45.949,0.665,2.318,0.222,SS
3974,15,52.089,0.937,2.6033,0.1747,SH
3974.5,15,31.503,0.826,2.4381,0.1411,CB
3975,15,32.637,0.596,2.3621,0.1595,CB
3975.5,15,35.005,0.575,2.343,0.1492,CB
3976,15,42.722,0.842,2.4168,0.1727,CB
3976.5,15,66.298,1.823,2.6892,0.2053,SH
3977,15,75.407,1.459,2.5372,0.1666,SH
3977.5,15,47.733,0.607,2.3579,0.1955,CB
3978,15,36.935,0.495,2.3157,0.1916,SS
3978.5,15,45.775,0.82,2.4877,0.1478,SS
3979,15,44.641,0.748,2.3129,0.2039,SS
3979.5,15,43.509,0.785,2.3511,0.1732,SS
3980,15,41.714,1.347,2.5929,0.1452,CB
3980.5,15,37.309,1.143,2.3102,0.1748,CB
3981,15,34.291,0.77,2.331,0.2081,CB
3981.5,15,56.831,0.827,2.442,0.1562,SS
3982,15,46.694,0.617,2.285,0.2062,SS
3982.5,15,39.083,0.661,2.3058,0.1905,SS
3983,15,41.3296,1.0893,2.5553,0.1935,SS
3983.5,15,31.929,3.594,2.6479,0.0898,CB
3984,15,35.127,2.52,2.5852,0.1102,CB
3984.5,15,28.928,1.586,2.4741,0.0962,CB
3985,15,33.894,1.27,2.434,0.1248,CB
3985.5,15,26.633,1.848,2.5579,0.1457,CB
3986,15,26.901,2.055,2.4771,0.0648,CB
3986.5,15,31.112,2.434,2.564,0.1186,CB
3987,15,39.241,2.183,2.5451,0.1598,CB
3987.5,15,40.891,1.276,2.3681,0.1463,CB
3988,15,30.489,1.018,2.441,0.1774,CB
3988.5,15,30.327,0.822,2.3351,0.1321,CB
3989,15,31.659,1.383,2.4722,0.1286,CB
3989.5,15,36.665,1.901,2.4949,0.1445,CB
3990,15,34.914,2.39,2.4939,0.1778,CB
3990.5,15,37.071,0.814,2.4713,0.1076,CB
3991,15,41.771,1.428,2.3719,0.1011,CB
3991.5,15,41.521,3.747,2.7207,0.1259,CB
3992,15,35.897,0.923,2.3588,0.2121,CB
3992.5,15,34.713,0.461,2.26,0.2414,SS
3993,15,32.029,0.4,2.4311,0.2199,SS
3993.5,15,49.158,0.455,2.455,0.1451,SS
3994,15,46.38,0.956,2.406,0.1696,SS
3994.5,15,54.47,0.896,2.399,0.1702,CB
3995,15,40.784,0.961,2.372,0.1815,SS
3995.5,15,40.112,0.744,2.3449,0.1906,SS
3996,15,41.018,0.601,2.375,0.203,SS
3996.5,15,46.259,0.722,2.43,0.1735,SS
3997,15,45.926,0.865,2.4001,0.1705,SS
3997.5,15,51.792,1.004,2.5257,0.1596,UN
3998,15,57.163,1.135,2.4353,0.1835,SS
3998.5,15,34.262,1.079,2.3142,0.1653,CB
3999,15,25.813,0.668,2.298,0.1987,CB
3999.5,15,24.012,0.459,2.299,0.178,SS
4000,15,30.431,0.458,2.3792,0.1601,SS
4000.5,15,33.153,0.56,2.3508,0.1829,SS
4001,15,39.124,0.595,2.409,0.176,SS
4001.5,15,44.753,0.949,2.4042,0.1779,SS
4002,15,28.306,0.983,2.3429,0.1524,SS
4002.5,15,26.096,0.711,2.381,0.1398,CB
4003,15,30.138,0.746,2.405,0.1667,CB
4003.5,15,28.888,0.719,2.3619,0.1493,CB
4004,15,23.295,0.657,2.3359,0.15,CB
4004.5,15,26.066,0.59,2.3609,0.1381,CB
4005,15,22.944,0.601,2.359,0.1614,CB
4005.5,15,22.726,0.626,2.3461,0.1423,CB
4006,15,22.984,0.656,2.3462,0.1564,CB
4006.5,15,24.446,0.629,2.3213,0.1502,CB
4007,15,40.882,0.629,2.4177,0.1405,CB
4007.5,15,32.45,0.642,2.4244,0.1337,CB
4008,15,24.561,0.696,2.3941,0.1399,CB
4008.5,15,25.419,0.669,2.327,0.1642,SS
4009,15,24.548,0.519,2.2921,0.1836,SS
4009.5,15,25.749,0.414,2.321,0.1577,SS
4010,15,22.679,0.406,2.3641,0.1397,CB
4010.5,15,55.058,1.21,2.4881,0.1319,CB
4011,15,55.867,2.1,2.4621,0.1356,CB
4011.5,15,53.1314,1.8659,2.5799,0.1207,CB
4012,15,43.539,1.709,2.557,0.1324,CB
4012.5,15,47.783,1.668,2.5262,0.1285,CB
4013,15,44.828,1.3,2.4593,0.1161,CB
4013.5,15,47.102,0.928,2.392,0.1732,CB
4014,15,42.061,0.719,2.3601,0.2008,CB
4014.5,15,43.356,0.562,2.356,0.1836,SS
4015,15,37.875,0.506,2.337,0.1749,SS
4015.5,15,30.688,0.471,2.2921,0.1904,SS
4016,15,34.855,0.543,2.378,0.1637,SS
4016.5,15,41.709,0.707,2.4029,0.1669,SS
4017,15,40.956,0.928,2.3691,0.1592,SS
4017.5,15,38.232,0.933,2.4208,0.1407,CB
4018,15,37.065,1.073,2.4104,0.1567,CB
4018.5,15,36.868,1.055,2.4039,0.1499,CB
4019,15,49.944,1.105,2.4389,0.1615,CB
4019.5,15,40.96,0.728,2.3296,0.176,CB
4020,15,32.127,0.472,2.2721,0.204,SS
4020.5,15,30.388,0.732,2.4251,0.1241,SS
4021,15,40.351,1.808,2.4714,0.1107,CB
4021.5,15,34.585,1.139,2.3355,0.1482,CB
4022,15,31.615,1.014,2.4935,0.1274,CB
4022.5,15,40.378,1.634,2.5559,0.1094,CB
4023,15,39.776,1.702,2.4003,0.1348,CB
4023.5,15,35.275,0.891,2.3421,0.1483,CB
4024,15,30.049,0.653,2.4439,0.1349,CB
4024.5,15,31.864,0.825,2.4431,0.1415,CB
4025,15,33.434,0.865,2.4381,0.1276,CB
4025.5,15,29.683,0.93,2.5715,0.1138,CB
4026,15,25.663,1.34,2.657,0.0851,CB
4026.5,15,39.18,1.031,2.3801,0.1631,CB
4027,15,56.939,0.889,2.4631,0.1745,CB
4027.5,15,50.66,1.017,2.4082,0.1569,CB
4028,15,45.382,1.028,2.4589,0.1593,CB
4028.5,15,49.313,0.906,2.4201,0.1478,CB
4029,15,34.718,0.589,2.3211,0.2161,CB
4029.5,15,33.803,0.512,2.2672,0.1957,SS
4030,15,41.087,0.577,2.3701,0.2007,SS
4030.5,15,28.534,0.525,2.2621,0.1748,SS
4031,15,33.812,0.567,2.3468,0.2063,SS
4031.5,15,33.39,0.738,2.3218,0.1758,SS
4032,15,50.572,1.192,2.4738,0.1412,CB
4032.5,15,50.508,1.696,2.5097,0.1427,CB
4033,15,46.506,1.508,2.428,0.1543,CB
4033.5,15,46.837,1.787,2.4891,0.1368,CB
4034,15,50.805,2.049,2.5429,0.1321,CB
4034.5,15,54.063,2.057,2.5319,0.1377,CB
4035,15,49.982,2.148,2.581,0.1316,CB
4035.5,15,49.491,1.982,2.5121,0.1414,CB
4036,15,49.426,1.704,2.514,0.1539,CB
4036.5,15,49.134,1.188,2.3632,0.2099,CB
4037,15,42.215,0.941,2.3701,0.173,CB
4037.5,15,30.484,0.958,2.4658,0.1702,CB
4038,15,30.798,1.202,2.449,0.1368,CB
4038.5,15,47.255,1.754,2.5479,0.1271,CB
4039,15,51.194,1.654,2.6213,0.1281,CB
4039.5,15,32.81,0.933,2.3499,0.1684,CB
4040,15,31.428,1.053,2.5945,0.187,CB
4040.5,15,43.383,1.78,2.448,0.1367,CB
4041,15,56.999,1.884,2.4713,0.1171,CB
4041.5,15,49.468,1.669,2.4583,0.1698,CB
4042,15,30.378,1.544,2.5027,0.1547,CB
4042.5,15,44.785,1.161,2.436,0.1223,CB
4043,15,52.734,1.009,2.448,0.2083,UN
4043.5,15,44.463,1.085,2.3941,0.1964,CB
4044,15,55.344,1.742,2.5106,0.1694,UN
4044.5,15,76.383,2.214,2.5709,0.1618,SH
4045,15,76.336,1.952,2.4881,0.1886,UN
4045.5,15,78.715,1.752,2.475,0.1794,UN
4046,15,67.411,1.69,2.3679,0.1936,CB
4046.5,15,54.332,1.439,2.4447,0.1862,UN
4047,15,57.792,1.358,2.4121,0.1894,CB
4047.5,15,64.428,1.583,2.4372,0.1731,CB
4048,15,71.846,1.722,2.4711,0.1914,UN
4048.5,15,67.9,1.752,2.4701,0.173,UN
4049,15,66.403,1.874,2.442,0.21,UN
4049.5,15,71.568,2.075,2.565,0.1838,SH
4050,15,59.528,1.773,2.4689,0.2077,SH
4050.5,15,52.531,1.523,2.4051,0.2337,UN
4051,15,58.15,1.669,2.448,0.2183,UN
4051.5,15,63.863,1.836,2.4571,0.191,UN
4052,15,61.888,1.94,2.4729,0.193,UN
4052.5,15,60.138,1.968,2.4302,0.1691,CB
4053,15,65.767,1.893,2.4771,0.1875,UN
4053.5,15,72.6,1.872,2.488,0.1926,SH
4054,15,72.025,1.827,2.5438,0.1872,SH
4054.5,15,73.854,1.681,2.4064,0.1879,CB
4055,15,69.846,1.836,2.4509,0.1969,UN
4055.5,15,76.214,1.695,2.4579,0.1989,UN
4056,15,64.4834,1.7092,2.4332,0.1981,UN
4056.5,15,70.155,1.78,2.4211,0.202,UN
4057,15,50.405,1.81,2.485,0.1463,CB
4057.5,15,58.434,1.707,2.481,0.1369,CB
4058,15,67.434,1.584,2.4499,0.1948,UN
4058.5,15,60.209,1.567,2.427,0.1918,CB
4059,15,56.715,1.691,2.4688,0.2077,UN
4059.5,15,64.877,1.733,2.486,0.2099,SH
4060,15,57.359,1.747,2.458,0.1726,CB
4060.5,15,64.596,1.776,2.5029,0.1999,SH
4061,15,44.586,1.641,2.4812,0.1625,CB
4061.5,15,43.464,1.241,2.3744,0.185,CB
4062,15,42.091,0.91,2.3002,0.1911,CB
4062.5,15,37.004,0.945,2.3529,0.1905,SS
4063,15,44.142,1.307,2.4729,0.1653,SS
4063.5,15,35.336,1.19,2.4559,0.1666,CB
4064,15,43.792,1.043,2.3412,0.2095,CB
4064.5,15,47.286,1.208,2.412,0.1916,CB
4065,15,55.337,1.19,2.4582,0.1854,CB
4065.5,15,49.304,1.275,2.457,0.183,CB
4066,15,50.842,1.187,2.4439,0.1679,CB
4066.5,15,52.009,1.183,2.47,0.1826,CB
4067,15,56.395,1.276,2.4519,0.1987,UN
4067.5,15,102.985,1.368,2.4549,0.2275,SH
4068,15,84.732,1.301,2.3952,0.1885,CB
4068.5,15,67.82,1.146,2.4189,0.1238,CB
4069,15,65.067,1.082,2.42,0.1829,SS
4069.5,15,59.612,1.1,2.429,0.1827,SS
4070,15,58.425,1.188,2.4339,0.2099,UN
4070.5,15,59.572,1.353,2.5577,0.213,SS
4071,15,72.172,1.408,2.4619,0.1972,UN
4071.5,15,76.585,1.339,2.4521,0.1972,UN
4072,15,63.861,1.172,2.444,0.2108,UN
4072.5,15,49.746,0.985,2.3651,0.1562,SS
4073,15,43.953,0.983,2.401,0.2048,SS
4073.5,15,44.703,1.137,2.5138,0.2053,SS
4074,15,51.512,1.253,2.2916,0.1859,SS
4074.5,15,48.933,1.153,2.38,0.2008,CB
4075,15,65.408,1.227,2.4349,0.1695,CB
4075.5,15,68.582,1.277,2.5019,0.1792,SH
4076,15,74.596,1.283,2.465,0.2118,SH
4076.5,15,76.227,1.384,2.4479,0.1944,UN
4077,15,67.636,1.504,2.5118,0.1701,UN
4077.5,15,66.208,1.443,2.52,0.1742,SH
4078,15,48.114,1.229,2.3988,0.1697,CB
4078.5,15,53.421,1.326,2.4269,0.1781,SS
4079,15,49.631,1.391,2.3404,0.1908,CB
4079.5,15,61.342,1.469,2.5118,0.1599,UN
4080,15,47.235,1.387,2.428,0.1812,CB
4080.5,15,54.24,1.429,2.437,0.1906,CB
4081,15,61.496,1.497,2.4549,0.1684,CB
4081.5,15,59.535,1.524,2.4161,0.1906,CB
4082,15,66.454,1.568,2.4979,0.1808,SH
4082.5,15,63.858,1.752,2.5161,0.1837,UN
4083,15,51.534,1.869,2.508,0.1341,CB
4083.5,15,59.706,1.759,2.4851,0.1416,CB
4084,15,58.417,1.651,2.486,0.1416,CB
4084.5,15,57.499,1.597,2.5311,0.1527,CB
4085,15,56.785,1.482,2.4731,0.1785,CB
4085.5,15,61.722,1.435,2.492,0.1566,CB
